publication_date;update_date;location;title;vehicles_involved;casualties;injured;reason;sequence_of_actions;district
20190527;NA;NA;Gas cylinder fire kills woman in Chandpur;;['one'];[];Gas cylinder explosion in the kitchen led to the fire accident.;1. Gas cylinder exploded at the kitchen at Laxmipur village in Matlab Dakkhin upazila on Sunday evening. 2. Milon Begum tried to bring out valuables defying warning. 3. Milon Begum was burned alive in the fire. 4. Firefighters brought the fire under control after one hour. ;Unknown District
20190527;20190527;NA;2 AC technicians killed in Gazipur gas cylinder blast;;[];[];The accident happened because of a gas cylinder explosion during the process of pumping gas to the AC compressor.;Sequence of Actions: 1. The two technicians were repairing an AC on the ground floor of the factory. 2. They were pumping gas to the AC compressor from a gas cylinder. 3. The gas cylinder exploded around 9:15pm, causing a fire to break out. 4. The technicians were injured and later died on their way to the hospital.  Reason:;Unknown District
20190523;NA;NA;Couple electrocuted in Kushtia;;[];[];The accident happened due to a live electric wire getting severed and falling on Arif Hasan while he was switching on a fan.;1. Arif Hasan switched on a fan just before iftar. 2. A live electric wire got severed and fell on Arif. 3. Nupur Khatun came to his rescue and was electrocuted. 4. Arif's cousin Abdul Goni suffered injuries from electric shock while trying to rescue them. ;Unknown District
20190523;NA;NA;Stone-laden lighterage vessel sinks in Karnaphuli;car;[];[];The accident happened due to a crack developing at the bottom of the vessel.;1. Lighterage vessel 'MV Sea Crown' carrying 1,000 tonnes of stone sank in the Karnaphuli River. 2. A crack developed at the bottom of the vessel causing it to sink. 3. The accident occurred when the vessel was coming to the west bank of the Karnaphuli River for unloading the stones. 4. All the 11 crew members of the vessel were rescued by boat. ;Unknown District
20190522;20190522;NA;4 of a family killed in Gazipur gas cylinder blast;;['one'];[];Gas cylinder explosion in the kitchen.;Sequence of Actions: 1. The family was living in a rented house in Islampur. 2. A gas cylinder exploded in the kitchen. 3. Shah Alam, Monira Begum, Bayezid, and Fatema were killed instantly. ;Unknown District
20190522;NA;NA;2 killed in Narsingdi road crash;;['Two'];['one'];Head-on collision between the bus and pick-up van.;1. A Narsingdi-bound bus collided head-on with a pick-up van at Naupara on the Dhaka-Sylhet Highway around 9:30am. 2. Two people were killed and five others injured in the accident.;Unknown District
20190520;NA;NA;Woman ‘commits suicide’ in Benapole ;;[];[];The woman committed suicide by hanging herself.;1. Sharmin Akhter allegedly hanged herself with a ceiling fan in her bedroom. 2. Her family members discovered her body in the morning and informed the police. 3. Police recovered the body and sent it to Jashore General Hospital for autopsy. 4. The cause of death will be determined after the post-mortem report. ;Unknown District
20190515;20190515;NA;Mediterranean boat capsize: Identities of 39 Bangladeshis revealed;car;[];[];The accident happened due to human trafficking and extortion by traffickers in Tripoli, Libya, leading to unsafe and overcrowded boats setting out to sea.;Sequence of Actions: 1. 39 Bangladeshis went missing after a boat capsized in the Mediterranean Sea while attempting to reach Europe from Libya. 2. Foreign Minister AK Abdul Momen released their identities while briefing reporters at his office. 3. Among the 14 Bangladeshis rescued alive from the capsized boat, four are undergoing treatment at a Tunisian government hospital and the rest are at a shelter home of Tunisian Red Crescent. 4. Two boats set out at the same time on May 9 (night) - the first one reached Italy while the second one capsized. ;Unknown District
20190517;NA;NA;Minor girl drowns in Chandpur pond;;[];[];Lack of supervision or barriers around the pond.;1. Zannatul Mawa slipped into the pond while having iftar;Unknown District
20190522;NA;NA;Young journo found dead in Jamalpur;;[];[];Miscreants beat the journalist to death.;1. Fagun boarded a Sherpur-bound bus at Mohakhali in the capital on Tuesday evening. 2. Fagun's body was found by the rail tracks at Nandina Ranagachha Madhyapara in Sadar upazila of Jamalpur on Wednesday noon. 3. The body bore several injury marks. 4. Miscreants might have beaten the journalist to death and dumped the body by the rail tracks. ;Unknown District
20190518;20190518;NA;6 killed as bus hits tree in Bagerhat;;['one'];[];Over-speeding or loss of control by the bus driver.;Sequence of actions: 1. Bus crashes into a roadside tree. 2. Five people are killed on the spot. 3. Ten others are injured in the accident.;Unknown District
20190518;NA;NA;Woman killed, 5 hurt as two cars collide in city;car;['one'];[];The accident occurred due to a collision between the Uber car and a private car at Bata Signal intersection.;Sequence of actions: 1. Uber car carrying six people collided with a private car at Bata Signal intersection. 2. The Uber car overturned on the road following the collision. 3. All six passengers in the Uber car were injured. 4. The injured were taken to Dhaka Medical College and Hospital, where one of them was declared dead.  Reason for the accident:;Unknown District
20190519;20190519;NA;Two killed in city road crash;car;[];['one'];The accidents happened due to being hit by vehicles on the road.;1. A private car hit Amin at Jhutpatti area of Mirpur-10 under Pallabi police station at 10:30am. 2. Amin was taken to Dhaka Medical College & Hospital but succumbed to his injuries at around 12:15 pm. 3. Hanif Master was hit by a CNG autorick in front of Tamirul Millat Madrasa of Demra at around 1:00 pm. 4. Hanif Master was rushed to Dhaka Medical College Hospital but succumbed to his injuries at around 5:00 pm. ;Unknown District
20190511;NA;NA;Father, daughter killed in Cox’s Bazar fire;;['one'];['one'];The accident happened due to a fire that spread from one house to neighboring houses.;1. Fire originated at a house at Khaliapara around 8:30pm. 2. Fire engulfed the adjoining houses. 3. Atiqul Islam, 47, and his daughter Sadia Akhter, 7, were injured in the incident. 4. Atiqul Islam and Sadia Akhter later died at Sadar Hospital. ;Unknown District
20190515;NA;NA;3 workers killed in C’Nawabganj road crash;;['three'];[];Driver lost control of the human hauler.;1. Driver lost control of the human hauler 2. Human hauler overturned 3. Fell into a ditch 4. Paddy sacks collapsed on the workers;Unknown District
20190510;NA;NA;Minor boy drowns in Netrakona;;[];[];The accident happened due to lack of supervision leading to the child falling into the pond and drowning.;1. Aiman fell in a small pond while playing on its bank. 2. The boy was taken to Kalmakanda upazila health complex. 3. The doctor declared him dead.;Unknown District
20190508;20190509;NA;30 injured as Biman aircraft skids off runway in Yangon;car;[];[];The accident happened due to inclement weather.;1. Biman Bangladesh Airlines flight skidded off the runway while landing at Yangon Airport 2. Around 30 people were injured in the accident 3. The aircraft suffered major damages 4. Runway was closed according to ATC procedures ;Unknown District
20190515;NA;NA;2 killed in Satkhira, Chuadanga road crashes;car, motorcycle, truck;['Two'];[];Speeding truck collided with motorcycle.;1. A man was killed and his son injured when a truck hit their motorcycle at Hijolgari Bazar in Chuandaga. 2. The deceased was identified as Hafizur Rahman, 50, of Nehalpur village of Sadar upazila. 3. The truck rammed into the motorbike carrying them, killing Hafizur on the spot. 4. The truck driver managed to flee the scene. ;Unknown District
20190511;20190511;NA;One killed in Savar road crash ;;[];[];The accident happened because the driver lost control over the steering.;1. The staff minibus of a furniture company plunged into a roadside ditch on Dhaka-Aricha highway at Boliarpur. 2. The driver lost control over the steering. 3. Himu, the accounts officer of Hatil Complex, was killed on the spot. 4. Four others were injured and admitted to Enam Medical College and Hospital. ;Unknown District
20190512;NA;NA;Boat Sinking: BDRCS opens hotlines to restore family links;;[];[];Overcrowded boat leading to capsize.;1. 75 migrants left Libya's Zouara on a boat attempting to reach Europe from Libya. 2. A total of 37 Bangladeshis among others feared dead in the boat capsize in the Mediterranean Sea. 3. 14 Bangladeshis were rescued among 51 of them. 4. 30-35 Bangladesh nationals might have died in the boat capsize. ;Unknown District
20190513;NA;NA;Youth crushed under train in C’nawabganj ;train;[];[];The accident happened because Ananta Mardi was crossing the rail track on his bicycle.;1. Ananta Mardi was crossing rail track near Nezampur Rail Station on his bicycle 2. The ‘Mahananda Express’ train hit Ananta’s bicycle 3. Ananta Mardi was crushed under the train;Unknown District
20190508;NA;NA;3 killed in Noakhali road crash;;['Three'];['one'];Bus lost control and plunged into the roadside ditch.;1. Bus fell into a roadside ditch at Munshibari Darja on Chatkhil-Ramganj road. 2. Three people were killed on the spot. 3. 25 others were injured and taken to a local hospital. 4. Three units of fire service rescued the passengers. ;Unknown District
20190509;20190509;NA;Body of Additional IGP Rowshan Ara brought home;car;['one'];[];Collision between a civilian lorry and the vehicle carrying Rowshan Ara led to the accident.;Sequence: 1. Additional IGP Rowshan Ara killed in a road crash in Kinshasha while on the way to the Medal Parade of Bangladesh Formed Police Unit.;Unknown District
20190505;NA;NA;Three killed in Bhola road accident;;['Three'];[];Driver lost control over the steering;1. Trolley driver lost control over the steering 2. Trolley overturned 3. Driver and helper died;Unknown District
20190506;NA;NA;Woman crushed to death by train in Feni;train;[];[];The accident happened because the woman was crossing the rail tracks.;1. The woman was crossing the rail tracks with her three-year-old son on her lap. 2. The train hit the woman, causing her injuries. 3. The woman was taken to Feni Sadar Hospital where she succumbed to her injuries.;Unknown District
20190507;NA;NA;Construction worker killed in Manikganj road crash;;['one'];[];The accident happened due to the pick-up van hitting Sohel Hossain while he was crossing the road.;1. Sohel Hossain was crossing the road in front of Akij Tobacco Limited. 2. A pick-up van hit Sohel Hossain. 3. Sohel Hossain was crushed to death.;Unknown District
20190502;20190502;NA;7 killed in road crashes in Bagerhat, Rajshahi, Jashore;truck;['2', 'three', 'three'];['one'];The accidents happened due to reckless driving and collision with other vehicles or roadside obstacles.;1. A truck hit a human hauler on Khulna-Mongla Highway in Rampal upazila at Bhagabazar around 7am on Thursday. 2. Three people were killed on the spot, including Shohag Sheikh and Sanjib. 3. A bus turned turtle at Mirganj Bazar in Bagha upazila around 7am, colliding head-on with a trolley and hitting a tree. 4. 20-year-old Hasan Ali was killed when a motorbike hit a roadside tree on Gorpara-Shikarpur road in Sharsha upazila on Wednesday night. ;Unknown District
20190507;NA;NA;4 including woman, daughter killed in road crashes in 3 districts;autorickshaw, car, truck;['one'];['one'];The accidents described in the text happened due to a combination of speeding vehicles, loss of control over the wheels, and lack of proper pedestrian safety measures on the roads.;1. A woman and her daughter were killed when a private car rammed into them on the Mawa-Kabutorkhola road in Jalasdia area of Louhajang upazila.  2. An elderly man was killed and five others were injured when a CNG autorickshaw fell into a hilly shaft as its driver lost control over the wheels in Gamari Bazar area of Rajasthali upazila. 3. A pedestrian was killed as a bus crushed him while crossing the road on Dhaka-Mymensingh Highway in MC Bazar Bus stand area. 4. Four people were injured as a truck overturned when its driver lost control over the wheels in Ipshagate area on Dhaka-Mymensingh Highway. ;Unknown District
20190501;NA;NA;Two siblings killed in Sylhet road crash;microbus;['one'];[];Reckless driving and dangerous overtaking led to the accident.;1. Two microbuses were trying to overtake each other 2. One microbus fell into a roadside ditch 3. Two minor sisters were killed on the spot 4. Locals put up barricade on the road which police removed ;Unknown District
20190502;NA;NA;3 killed in Bagerhat road crash;truck;['Three'];[];The accident happened due to a collision between a truck and a human hauler on the highway.;1. A truck hit a human hauler on Khulna-Mongla Highway in Rampal upazila. 2. The victims were killed on the spot. 3. Police recovered the bodies and sent them to a local hospital. 4. The accident took place at Bhagabazar around 7am. ;Unknown District
20190503;NA;NA;3 members of a family electrocuted in Rangpur;;[];[];Electrocution due to faulty wiring or electrical equipment on the building's rooftop.;1. Tania and Tajmiah went to the roof to collect clothes. 2. Tania and Tajmiah were electrocuted. 3. Tajmahal Begum rushed in upon hearing their screams. 4. Tajmahal Begum was also electrocuted when she went to help.;Unknown District
20190507;NA;NA;Two youths electrocuted in Sylhet;;[];[];Electrocution due to coming in contact with a live wire while repairing an electric pump.;1. Khokon Mia got down into a well to repair a water pump in Panamar Crossing area. 2. Khokon came in touch with a live wire. 3. Iqbal Hossain tried to save Khokon. 4. Both Khokon and Iqbal died on the spot.;Unknown District
20190428;20190428;NA;Driver held over Brac University student’s death;motorcycle;['one'];[];The accident happened because Fahmida Haque Labannya fell off the motorbike and was then run over by the covered van.;Sequence of Actions: 1. Fahmida Haque Labannya fell off a ridesharing motorbike in Sher-e-Bangla Nagar. 2. The covered van ran over Fahmida Haque Labannya after she fell off the motorbike. 3. Police arrested the covered van driver in Baismail area of Ashulia. Reason:;Unknown District
20190427;NA;NA;Two drown as launch hits trawler in Patuakhali;;[];['one'];The accident happened because the launch hit the anchored trawler on the Karkhana River.;1. The trawler was anchored on the bank of Karkhana River. 2. The launch, Sunderban-8, hit the anchored trawler around 4am. 3. Nurul Alam and Monir fell in the river and went missing. 4. Khalek's right leg was severed during the impact. ;Unknown District
20190419;NA;NA;Man killed in Bagerhat road crash;motorcycle;[];['one'];Bus hit the motorcycle head-on.;1. Bus collided head-on with a motorcycle at 3pm 2. Sanjay Kumar was pronounced dead after being taken to the hospital  3. Police seized the bus but driver and assistant managed to flee 4. Another rider on the motorcycle was injured in the accident ;Unknown District
20190424;20190424;NA;3 die after falling off trains in Gazipur;trains;['Three'];[];Railway sources suspected that muggers had thrown the three men off trains.;1. Three people fell off the roofs of running trains at Dhirasram Rail Station. 2. Locals recovered the body of an unidentified man aged about 35 from near the rail station soon after Khulna-bound ‘Chitra Express’ from Dhaka left around 10:30pm. 3. Zinnah was rescued in critical condition from near the station and taken to Shaheed Tajuddin Medical College Hospital. 4. The body of another unidentified man, aged about 45, was found near the outer signal of the rail station in the morning. ;Unknown District
20190423;20190423;NA;2 killed in city road crash ;buses, car;['two'];['two'];Negligence or reckless driving led to the collision between the two buses and the other vehicles.;1. Two buses collided with a private car and two rickshaws in Matsya Bhaban intersection area. 2. Four people were injured in the accident. 3. The injured were taken to DMCH where two of them were declared dead. 4. The details about the accident and the deceased could not be known immediately. ;Unknown District
20190501;20190501;NA;Truck helper killed in city road crash ;truck;[];[];The accident happened due to a collision between the sand-laden truck and a lorry.;1. Sand-laden truck collided with a lorry. 2. Three people, including two pedestrians, were injured. 3. Quashem was declared dead at Dhaka Medical College Hospital around 3:45am.;Unknown District
20190429;20190429;NA;Oil spills into canal as freight train derails in Chattogram;car, train;[];[];Derailment of the freight train carrying furnace oil led to the accident.;1. Freight train carrying furnace oil derails in Egaromile area of Hathazari upazila. 2. Three tanks of furnace oil-laden train veer off the tracks around 3pm. 3. One tank falls into a canal which leads to the Halda River. 4. Embankment erected along the canal to prevent oil spillage into the river.;Unknown District
20190419;NA;NA;3 JU students hurt in road crash on campus;car, motorcycle;[];[];The accident happened as a private car hit a motorcycle on the campus.;1. A private car hit a motorcycle near Mir Mosharaf Hossain hall on the campus. 2. Three students of the university, Maruf, Sujon, and Abdur Rahman of Public Health Department, were injured. 3. The injured students were sent to Enam Medical College and Hospital. ;Unknown District
20190423;NA;NA;One killed in Natore road crash ;;['one'];['two'];Negligence or reckless driving led to the bus hitting the rickshaw van.;1. Passenger bus hits a rickshaw van in Bonpara. 2. Three people are injured in the accident. 3. Sripad Das dies on the way to the hospital. 4. Accident took place around 10:30 am. ;Unknown District
20190427;NA;NA;College student dies falling off sunshade in Rajshahi;;['one'];[];Lack of safety measures while cleaning the sunshade led to the fatal fall.;1. Sanjid Ahmed Shanta fell from the sunshade of a house while cleaning it around 3pm. 2. He was critically injured from the fall. 3. Sanjid Ahmed Shanta was taken to Rajshahi Medical College Hospital but was declared dead by doctors. ;Unknown District
20190417;NA;NA;‘Silent killer’ strikes to kill 2 minors in Shariatpur;;[];[];Lack of supervision and proximity of unsupervised children to water bodies leads to drowning accidents among minors in Bangladesh.;1. Tamjid and Tahsin fell into the pond while playing on its bank near their house. 2. They drowned around noon. 3. Their bodies were eventually recovered by neighbours and taken to Shariatpur Sadar hospital where duty doctors declared them dead. 4. Locals say that most of the deaths occur among unsupervised children between one and five years old in ponds that are very close to their homes. ;Unknown District
20190415;NA;NA;Schoolboy drowns in Chapainawabganj river;;[];[];Fahim drowned in the Mohananda River while taking a bath.;1. Fahim went to the river to have a bath with his friends at 12:30pm. 2. Fahim went missing while taking a bath in the river. 3. Divers from Rajshahi fire service station recovered Fahim's body in the evening. 4. The body was handed over to the family without any autopsy. ;Unknown District
20190418;20190418;NA;Four killed in Dinajpur, Feni road crashes;;['one', 'Three'];['two'];The accidents happened due to reckless driving and negligence on the part of drivers.;1. Bus rammed a human hauler on Dinajpur-Phulbari road at Chuniapara in sadar upazila. 2. Ashraful Islam and his daughter Ivy were killed on the spot, Sajdar Ali, the human hauler driver, was also killed. 3. Two others were injured in the accident and taken to a local hospital. 4. Rubel, a helper of an ambulance, was killed in a head-on collision with a covered van on Feni-Noakhali highway in Daganbhuiyan upazila. ;Unknown District
20190414;NA;NA;Woman killed in Khulna road crash ;motorcycle;['one'];[];The accident happened due to a motorcycle hitting the woman while she was crossing the road.;1. The woman, Chini Rani Barman, was crossing Binapani road in Koyra upazila. ;Unknown District
20190413;NA;NA;ASI killed by killer truck on Rangpur-Bogura highway;motorcycle, truck;['one'];[];Speeding truck hit the motorcycle.;1. A speeding truck hit Jitendra Nath's motorcycle. 2. The truck ran over Jitendra, killing him on the spot. 3. Police recovered Jitendra's body and sent it to a local hospital for autopsy. 4. The accident took place on the Rangpur-Bogura highway at Baldipakur in Mithapakur upazila. ;Unknown District
20190412;20190412;NA;8 people killed in Joypurhat bus plunge;;['three'];['one'];Driver lost control over the steering.;1. Bus plunges into a ditch on Bogura-Jashore road at Baniapara in Sadar upazila. 2. Driver loses control over the steering. 3. Eight people, including three children, are killed on the spot. 4. Rescue team recovers bodies and rescues injured people. ;Unknown District
20190417;NA;NA;Man killed in Sylhet road crash;truck;[];[];The accident occurred because a truck hit Abdul Khaleque while he was returning home.;1. The man, Abdul Khaleque, was returning home at around 12:30 am. 2. A truck hit Abdul Khaleque, leaving him critically injured. 3. Abdul Khaleque was taken to Osmani Medical College Hospital where he succumbed to his injuries around 3 am. 4. Abdul Khaleque was killed in the accident. ;Unknown District
20190413;NA;NA;Woman killed in Chattogram road crash ;;[];[];Negligence at the rail crossing led to the collision between the auto-rickshaw and the locomotive.;1. Auto-rickshaw was crossing the rail tracks 2. Locomotive hit the auto-rickshaw  3. Auto-rickshaw overturned 4. Woman was killed and her daughter and grandchildren were injured ;Unknown District
20190413;NA;NA;Malaysia road crash: Bodies of 5 Bangladeshi victims arrive;car;['five'];[];The accident happened due to the bus skidding off the road into a monsoon drain.;1. Bus carrying 12 people, including five Bangladeshis, skidded off the road into a monsoon drain in Malaysia. 2. The accident occurred near the MAS Cargo Complex of Kuala Lumpur International Airport along Jalan S8 Pekeliling in Sepang. 3. The bodies of the five Bangladeshi nationals who lost their lives in the accident were transported back to Dhaka. 4. Malaysia Airlines flight MH 196 carrying the bodies arrived at Hazrat Shahjalal International Airport at 12:55 am. ;Unknown District
20190415;NA;NA;12 workers burned in Chattogram railway workshop fire;train;[];['one'];The fire broke out due to welding work being done on a train bogie.;1. Fire broke out at workshop of Bangladesh Railways during welding work on a train bogie. 2. 12 workers sustained burn injuries. 3. Fire damaged around 27 seats of the bogie. 4. Workers managed to douse the flame before firefighters arrived. ;Unknown District
20190408;NA;NA;City gas cylinder blast: one dies at DMCH;;['one'];[];Gas cylinder blast caused by a possible gas leak or mishandling of the cylinder led to the accident.;1. Woman and her three children sustained burn injuries in a gas cylinder blast in Kadamtali area. 2. Safawan, a child undergoing treatment at Dhaka Medical College Hospital after gas cylinder blast, died. 3. Fatema Begum, Rafi, and Faria are still undergoing treatment for burn injuries.  ;Unknown District
20190406;20190406;NA;5 killed as bus overturns in Gaibandha ;;['one'];[];The accident happened due to the bus overturning on the highway.;1. Bus overturned on Dhaka-Rangpur highway in Jummar Ghar area 2. Three people dead on the spot and 17 others injured 3. Two injured people died on the way to hospital 4. District administration provided Tk 10,000 each to the deceased’s family ;Unknown District
20190405;20190405;NA;2 killed in separate incidents in Khulna;truck;['one'];[];Lack of proper safety measures in the workshop and road negligence led to the accidents.;Sequence of actions:  1. Jewel was working at his workshop in Tutpara area. 2. Jewel got electrocuted. 3. Rajab Ali was riding his motorbike at Shiromony Bypass area. 4. A truck hit Rajab Ali's motorbike. ;Unknown District
20190404;20190404;NA;Residential building at Shantinagar catches fire ;;[];[];The fire originated from the kitchen of a flat on the fifth floor of the building.;1. Fire broke out in kitchen of a flat on fifth floor of building.  2. Firefighters arrived at the scene. 3. Fire was brought under control. ;Unknown District
20190410;NA;NA;Two killed in Natore road crashes;;['one'];['one'];Lack of control over the steering led to the accident.;1. Cattle-laden human hauler plunged into a roadside ditch 2. Driver lost control over the steering 3. Cattle trader was killed and ten others injured 4. Injured were taken to local hospital ;Unknown District
20190411;NA;NA;N’ganj gas cylinder blast death toll rises to 3;;['one'];[];Gas cylinder blast in the flat caused burn injuries leading to the accident.;1. Gas cylinder blast occurred in flat on the second floor of a building. 2. Fatema and her three children sustained burn injuries. 3. Rafi, with 95 percent burn injuries, died at DMCH. 4. Safawan and Fatema died at the hospital. ;Unknown District
20190411;NA;NA;Two killed in Madaripur road crash;car, truck;['Two'];[];Collision between the motorbike and the stationary truck led to the accident.;1. Motorbike carrying two people hit a stationary truck from behind. 2. Diganta and Sumon were killed on the spot.;Unknown District
20190409;NA;NA;Human hauler driver killed in Chuadanga road crash ;truck;[];[];The accident happened because the human hauler driver lost control while trying to overtake another vehicle.;1. The human hauler driver lost control while trying to overtake a sand-laden truck. 2. The human hauler overturned on the road. 3. The truck ran over the human hauler driver.;Unknown District
20190407;NA;NA;Rickshaw puller killed in city road crash;;['one'];['one'];Jakir Hossain was killed in the accident because a bus hit his rickshaw.;1. A bus hit the rickshaw being pulled by Jakir Hossain. 2. Jakir Hossain was critically injured. 3. Jakir Hossain was declared dead at the hospital. 4. The body was sent to the morgue for autopsy. ;Unknown District
20190406;NA;NA;Man killed in Natore road crash;truck;['one'];['one'];The accident happened due to the sand-laden truck hitting the potato-laden truck from behind.;1. The sand-laden truck hit the Kushtia-bound potato-laden truck from behind. 2. Rahabul Islam, who was travelling on the truck, was killed on the spot. 3. Another man named Ashik, 28, was injured in the accident. ;Unknown District
20190403;20190403;NA;Road crashes kill 5 in three districts;truck, trucks;['one', 'two'];['one'];The accidents happened due to collisions between vehicles on the roads.;1. A passenger bus collided with a goods-laden pick-up van and covered van. 2. Pedestrian Mahmudul Haque, 70, was killed while three others were injured. 3. Minor child Sabiha, 7, was run over by a tractor and died on the spot. 4. A head on collision occurred between a sand-laden truck and an auto-rickshaw, resulting in two deaths. ;Unknown District
20190330;20190330;NA;Singer Khurshid Alam hurt in Bogura road crash ;car, truck;[];['one'];The accident happened because a truck rammed into Khurshid Alam's private car on Dhaka-Rangpur highway.;1. The truck hit Khurshid Alam's private car on Dhaka-Rangpur highway. 2. Khurshid Alam and one of his fans named Khokon were injured in the accident. 3. Khurshid Alam's five teeth were broken and he received head injuries. 4. Khurshid Alam is currently undergoing treatment at Shaheed Ziaur Rahman Medical College and Hospital. ;Unknown District
20190328;NA;NA;8 killed in Chattogram-Cox's Bazar highway crash;microbus;['eight', 'eight'];[];Head-on collision between bus and microbus.;1. A bus of Relax Paribahan collided head-on with a microbus at the Chunuti area of Lohagara. 2. Eight people, including two minors and two women, were killed on the spot. 3. The identity of the deceased could not be immediately known. 4. The accident happened around 1am on the Chattogram-Cox's Bazar highway. ;Unknown District
20190328;20190328;NA;9 killed as bus hit a microbus in Chattogram;microbus;['eight'];[];Head-on collision between the bus and the microbus.;1. Bus 'Relax Paribahan' from Chattogram hit the microbus on Chattogram-Cox’s Bazar highway at Chunati Jaillartek in Lohagara upazila.;Unknown District
20190328;20190328;NA;FR Tower: Victims either suffocated or fell to their deaths;car;['one'];[];Phenyl boards, electronics, and carpeting allowed the fire to spread quickly.;Sequence of Actions: 1. Fire broke out on the 9th floor of FR Tower. 2. Victims either suffocated inside the building or died trying to escape by falling from upper storeys. 3. Fire spread quickly due to phenyl boards, electronics, and carpeting inside the building.;Unknown District
20190329;NA;NA;FR tower fire: Four probe bodies formed;;['one'];[];To determine the cause and circumstances of the deadly fire incident at the high-rise building.;1. Fire breaks out at a high-rise building in Banani commercial area. 2. The fire incident leads to the deaths of at least 19 people. 3. Four committees are formed to investigate the deadly fire incident. 4. Each committee is tasked with investigating different aspects of the incident. ;Unknown District
20190331;NA;NA;Man, daughter killed in Chattogram road crash;;['one'];['two'];Collision between auto-rickshaw and jeep.;Sequence of actions: 1. Auto-rickshaw collided with a jeep on Chattogram-Kaptai road in Rangunia upazila at around 10:30 am. 2. Four people were injured in the accident. 3. The injured were taken to Chittagong Medical College Hospital where Abdul Aziz and his daughter Afifa were declared dead. ;Unknown District
20190328;NA;NA;Worker dies falling off building in Dhaka;;['one'];[];Lack of proper safety measures at the construction site led to the accident.;1. Ashraful fell from the sixth floor of the under-construction building at 10:45 PM and sustained injuries. 2. He was taken to Dhaka Medical College Hospital where the doctors declared him dead around 11:15 am. 3. Ministry of Housing and Public Works formed a probe committee to investigate the incident. 4. Audit and Monitoring circle of the Directorate of Public Works also formed a separate probe committee.  ;Unknown District
20190331;20190401;NA;3 including female Ansar go missing as trawler sinks in Meghna;car;[];[];Trawler capsized due to a sudden storm in the Meghna River.;Sequence: 1. Trawler carrying 19 election officials capsized in Meghna River during a sudden storm. 2. Presiding officer, policeman, and female Ansar member went missing. 3. Incident took place around 6 pm while heading towards Sonargaon upazila from Char Kishorganj.;Unknown District
20190328;NA;NA;21 killed in road crashes in four districts;car, microbus, truck;['21', 'two', 'four'];['one'];The accident happened due to collisions between vehicles on the highways and roads.;1. A passenger bus rammed a microbus on Chattogram-Cox's Bazar Highway. 2. A bus carrying Muslim devotees from a religious festival fell off a bridge after being hit by a truck on Dhaka-Barishal Highway at Kolabari in Madaripur Sadar upazila. 3. A Jashore-bound truck collided head-on with a human hauler in Chaolia on Jashore-Khulna Highway. 4. One of the jeeps carrying construction workers overturned on a hilly road in Agoijjya of Baghaichhari upazila.;Unknown District
20190320;NA;NA;Two Bangladeshis killed in Saudi road crash;car;['one'];['one'];Loss of control leading to the accident.;1. A car carrying four people, including two Bangladeshis and a Pakistani driver, was traveling on the Riyadh-Dammam Highway. 2. The accident took place at Al-Habur on the highway around 3 pm (local time). 3. Bangladeshi expropriates Md Shaheen, Md Saiful Islam, Pakistani national Md Khaled were killed, and Md Tapon was injured in the accident. 4. Md Khaled, the driver, lost control of the car, resulting in the fatal accident. ;Unknown District
20190320;20190320;NA;Students block Shahbagh demanding safer roads;;['one'];[];The accident happened due to a lack of road safety measures and negligence of the bus driver.;1. Abrar died after being run over by a bus in front of Bashundhara residential area. 2. Students in Dhaka blocked Shahbagh intersection in protest of Abrar's death. 3. Protesters blocked the street in front of Bashundhara for the second day in a row. 4. Students in Sylhet's South Surma upazila also demonstrated demanding justice for Abrar.;Unknown District
20190324;NA;NA;"Bike crashes into tree in Tangail; 2 dead";motorcycle;['one'];[];Speeding and losing control of the motorcycle led to the crash with the roadside palm tree.;1. Shawon and Jamil were going to join a pre-election gathering at Ekdal village on a motorcycle. 2. Their speedy bike hit a roadside palm tree at Taltola in Basail upazila at around 7:45pm. 3. The impact of the crash killed both Shawon and Jamil on the spot. 4. Babita Rani Dutta was returning home from work in an auto-rickshaw when a bus hit the vehicle from behind at Shimultoli village in Sadar upazila of Nilphamari at around 10:30pm. ;Unknown District
20190326;20190326;NA;2 schoolgirls killed in Cumilla road crashes;;['one'];[];The accidents occurred due to reckless driving and lack of proper road safety measures.;1. Rina Saha was killed after a human hauler plunged into a ditch at Maktapur in Sadar Dakkhin upazila. 2. Ninth-grader Mahmuda Akter Yeasmin died when a tractor hit her on Dhaka-Chattogram Highway at Nazirpur in Chandina upazila. 3. Agitated students barricaded the highway, disrupting traffic movement for a while. 4. Police brought the situation under control.  ;Unknown District
20190328;NA;NA;Youth killed in city road crash;car;['one'];[];The accident occurred due to a collision between the private car and the pedestrian.;1. A private car hit a young man in Karwanbazar area at around 8:45pm.;Unknown District
20190321;NA;NA;Man killed in Paltan road crash;;['one'];[];The accident happened due to a pedestrian being hit by a covered van while crossing the road.;1. A 40-year-old man was hit by a covered van of a private company in the city's Paltan area. 2. The man was crossing a road near Bank Asia when the van hit him around 9:30 pm. 3. The man was left dead on the spot after being hit by the van. 4. Police arrested the driver and seized the vehicle after the accident.;Unknown District
